coll_nom;coll_siret;code_commune;commune_nom;code_secteur;secteur_nom;code_iris;iris_nom;code_batiment;code_rivoli;voie_nom;code_site;id_nid;protocole;nid_support;nid_espece;nid_traite;nid_nb;nid_nb_oeuf;nid_nb_poussin;annee;long_rgf93cc48;lat_rgf93cc48;long;lat;source;date_der_maj;geo_shape;geo_point_2d
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000292406681;56121_0020;Boulevard abbé Louis Le Cam;2265;3098;Stérilisation;Toit plat;Argenté;Oui;1;0.0;0.0;2021;1223179.4215;7189626.8194;-3.3640753849999796;47.729585588;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3640753850633955, 47.729585588382626], ""type"": ""Point""}";47.729585588382626, -3.3640753850633955
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210103;L'Orientis;BATIMENT0000000290416185;56121_2990;Rue Jules Guesde;1310;1369;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1223621.9066;7192413.9806;-3.36125876;47.75489795;Ville de Lorient;2018-05-25;"{""coordinates"": [-3.3612587604594237, 47.754897950429424], ""type"": ""Point""}";47.754897950429424, -3.3612587604594237
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000292406681;56121_0020;Boulevard abbé Louis Le Cam;2265;3099;Stérilisation;Toit plat;Argenté;Oui;1;0.0;0.0;2021;1223179.4215;7189626.8194;-3.3640753849999796;47.729585588;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3640753850633955, 47.729585588382626], ""type"": ""Point""}";47.729585588382626, -3.3640753850633955
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210902;Merville;BATIMENT0000000290412086;56121_3890;Avenue de la Marne;458;982;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1222999.8338;7191328.251;-3.3683329689999897;47.744704035000005;Ville de Lorient;2018-06-05;"{""coordinates"": [-3.368332968662467, 47.744704034614365], ""type"": ""Point""}";47.744704034614365, -3.368332968662467
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406621;56121_0020;Boulevard abbé Louis Le Cam;2266;3075;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223232.9356;7189587.9762;-3.36332168400003;47.729277081;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.363321684474216, 47.7292770813575], ""type"": ""Point""}";47.7292770813575, -3.363321684474216
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210102;Aristide Briand;BATIMENT0000000290412664;56121_4260;Rue de la Patrie;275;1088;Stérilisation;Cheminée;Argenté;Oui;1;3.0;0.0;2018;1223487.9176;7191690.0004;-3.362243869;47.748308815;Ville de Lorient;2018-05-17;"{""coordinates"": [-3.3622438689016714, 47.74830881547172], ""type"": ""Point""}";47.74830881547172, -3.3622438689016714
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406621;56121_0020;Boulevard abbé Louis Le Cam;2266;3078;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223232.9356;7189587.9762;-3.36332168400003;47.729277081;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.363321684474216, 47.7292770813575], ""type"": ""Point""}";47.7292770813575, -3.363321684474216
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290407034;56121_2180;Rue François Toullec;538;1146;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1222277.6162;7190122.0874;-3.3766024120000098;47.733355699;Ville de Lorient;2018-05-17;"{""coordinates"": [-3.3766024123417893, 47.7333556985131], ""type"": ""Point""}";47.7333556985131, -3.3766024123417893
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406621;56121_0020;Boulevard abbé Louis Le Cam;2266;3080;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223232.9356;7189587.9762;-3.36332168400003;47.729277081;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.363321684474216, 47.7292770813575], ""type"": ""Point""}";47.7292770813575, -3.363321684474216
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290407034;56121_2180;Rue François Toullec;538;1147;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1222277.6162;7190122.0874;-3.3766024120000098;47.733355699;Ville de Lorient;2018-05-17;"{""coordinates"": [-3.3766024123417893, 47.7333556985131], ""type"": ""Point""}";47.7333556985131, -3.3766024123417893
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406621;56121_0020;Boulevard abbé Louis Le Cam;2266;3083;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223232.9356;7189587.9762;-3.36332168400003;47.729277081;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.363321684474216, 47.7292770813575], ""type"": ""Point""}";47.7292770813575, -3.363321684474216
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210102;Aristide Briand;BATIMENT0000000290412927;56121_2940;Rue Joseph Rollo;418;1131;Stérilisation;Toit pentu;Argenté;Non;1;0.0;0.0;2018;1223336.6177;7191759.0359;-3.36433073299997;47.748815457;Ville de Lorient;2018-05-17;"{""coordinates"": [-3.3643307325793486, 47.74881545736103], ""type"": ""Point""}";47.74881545736103, -3.3643307325793486
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406621;56121_0020;Boulevard abbé Louis Le Cam;2266;3084;Stérilisation;Toit plat;Argenté;Oui;1;2.0;0.0;2021;1223232.9356;7189587.9762;-3.36332168400003;47.729277081;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.363321684474216, 47.7292770813575], ""type"": ""Point""}";47.7292770813575, -3.363321684474216
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210101;Arsenal Maritime;BATIMENT0000000290413541;56121_0710;Rue de la Cale Orry;222;906;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1223879.6678;7191291.1557;-3.356598953;47.745023862000004;Ville de Lorient;2018-05-14;"{""coordinates"": [-3.356598952887132, 47.74502386175527], ""type"": ""Point""}";47.74502386175527, -3.356598952887132
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406621;56121_0020;Boulevard abbé Louis Le Cam;2266;3090;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223232.9356;7189587.9762;-3.36332168400003;47.729277081;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.363321684474216, 47.7292770813575], ""type"": ""Point""}";47.7292770813575, -3.363321684474216
Ville de Lorient;21560121200016;56121;Lorient;3;Kervénanec - Le Ter - Lanveur;561210303;Lanveur Kerfichant;BATIMENT0000000087413418;56121_5435;Rue de Ventspils;1264;1342;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1221424.654;7191733.5506;-3.389714309;47.747166151;Ville de Lorient;2018-05-25;"{""coordinates"": [-3.38971430910964, 47.74716615135468], ""type"": ""Point""}";47.74716615135468, -3.38971430910964
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406621;56121_0020;Boulevard abbé Louis Le Cam;2266;3092;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223232.9356;7189587.9762;-3.36332168400003;47.729277081;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.363321684474216, 47.7292770813575], ""type"": ""Point""}";47.7292770813575, -3.363321684474216
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210101;Arsenal Maritime;BATIMENT0000000290415281;56121_1303;Rue du Couëdic de Kergoualer;289;1127;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1223462.9968;7192001.4039;-3.36291746299997;47.751081775;Ville de Lorient;2018-05-17;"{""coordinates"": [-3.3629174631808443, 47.75108177462219], ""type"": ""Point""}";47.75108177462219, -3.3629174631808443
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406621;56121_0020;Boulevard abbé Louis Le Cam;2266;3096;Stérilisation;Toit plat;Argenté;Oui;1;0.0;0.0;2021;1223232.9356;7189587.9762;-3.36332168400003;47.729277081;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.363321684474216, 47.7292770813575], ""type"": ""Point""}";47.7292770813575, -3.363321684474216
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210101;Arsenal Maritime;BATIMENT0000000290415662;56121_3000;Rue Jules Le Grand;404;1148;Stérilisation;Cheminée;Argenté;Oui;1;3.0;0.0;2018;1223705.1137;7191956.3503;-3.359649757;47.750857395;Ville de Lorient;2018-05-17;"{""coordinates"": [-3.3596497572163715, 47.75085739512396], ""type"": ""Point""}";47.75085739512396, -3.3596497572163715
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3050;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-01;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210101;Arsenal Maritime;ND;56121_1303;Rue du Couëdic de Kergoualer;1002;1041;Stérilisation;Toit plat;Brun;Non;1;3.0;0.0;2018;1223498.5649;7191990.6051;-3.362432824;47.751011346;Ville de Lorient;2018-05-16;"{""coordinates"": [-3.36243282441913, 47.75101134640723], ""type"": ""Point""}";47.75101134640723, -3.36243282441913
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3056;Stérilisation;Toit plat;Argenté;Oui;1;2.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210906;Quai de Rohan;BATIMENT0000000292406702;56121_2980;Place Jules Ferry;243;802;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1223376.5551;7191391.8937;-3.36339622999998;47.745553998000005;Ville de Lorient;2018-05-04;"{""coordinates"": [-3.363396230143705, 47.74555399755292], ""type"": ""Point""}";47.74555399755292, -3.363396230143705
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3057;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406784;56121_0025;Rue abbé Franz Stock;1139;1190;Stérilisation;Fibro;Argenté;Non;1;0.0;0.0;2018;1222027.5549;7190114.6581;-3.3799168109999895;47.733103236000005;Ville de Lorient;2018-06-05;"{""coordinates"": [-3.379916811166549, 47.733103235954175], ""type"": ""Point""}";47.733103235954175, -3.379916811166549
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3058;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406898;56121_0025;Rue abbé Franz Stock;1143;1193;Stérilisation;Fibro;Argenté;Non;1;0.0;0.0;2018;1222000.3652;7190087.2268;-3.380247849;47.732837129;Ville de Lorient;2018-05-18;"{""coordinates"": [-3.3802478491286774, 47.732837129127105], ""type"": ""Point""}";47.732837129127105, -3.3802478491286774
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3059;Stérilisation;Toit plat;Argenté;Oui;1;2.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210902;Merville;BATIMENT0000000290408823;56121_4820;Rue Gustave Ratier;208;771;Stérilisation;Toit plat;Argenté;Non;1;0.0;0.0;2018;1222378.4534;7191357.9925;-3.3766239020000097;47.744509191;Ville de Lorient;2018-05-03;"{""coordinates"": [-3.3766239021319633, 47.74450919135456], ""type"": ""Point""}";47.74450919135456, -3.3766239021319633
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3064;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;5;Bois-du-château - Le Rouho - Le Manio - Kerentrech;561210502;Parc du Scorff;BATIMENT0000000290418544;56121_2495;Rue Gustave Charpentier;1342;1385;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1222512.6271;7193422.7059;-3.37711564400001;47.763116804;Ville de Lorient;2018-06-05;"{""coordinates"": [-3.377115644154783, 47.763116804060196], ""type"": ""Point""}";47.763116804060196, -3.377115644154783
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3066;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210103;L'Orientis;BATIMENT0000000290415401;56121_3790;Rue Marc Pourpe;1316;1372;Stérilisation;Cheminée;Argenté;Oui;1;2.0;0.0;2018;1223321.911;7192227.7183;-3.3650416660000197;47.753005832;Ville de Lorient;2018-05-25;"{""coordinates"": [-3.3650416658861, 47.75300583240985], ""type"": ""Point""}";47.75300583240985, -3.3650416658861
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3067;Stérilisation;Toit plat;Brun;Non;1;0.0;3.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210902;Merville;BATIMENT0000000290409404;56121_1070;Rue Claire Droneau;438;1196;Stérilisation;Cheminée;Argenté;Oui;1;2.0;0.0;2018;1222572.8746;7191343.6743;-3.37402427199999;47.744525288000006;Ville de Lorient;2018-05-18;"{""coordinates"": [-3.3740242720483486, 47.74452528791945], ""type"": ""Point""}";47.74452528791945, -3.3740242720483486
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3069;Stérilisation;Toit plat;Argenté;Oui;1;2.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210103;L'Orientis;BATIMENT0000000290416196;56121_3940;Rue de Melun;565;1057;Stérilisation;Toit pentu;Argenté;Oui;1;3.0;0.0;2018;1223576.3656;7192491.1187;-3.36194893599998;47.755555659;Ville de Lorient;2018-05-16;"{""coordinates"": [-3.36194893636377, 47.755555658959956], ""type"": ""Point""}";47.755555658959956, -3.36194893636377
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3071;Stérilisation;Toit plat;Argenté;Oui;1;2.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210102;Aristide Briand;BATIMENT0000000290412597;56121_2110;Rue des Fontaines;1298;1362;Stérilisation;Cheminée;Argenté;Oui;1;3.0;0.0;2018;1223706.8658;7191616.2886;-3.3592527889999797;47.747810353000006;Ville de Lorient;2018-05-25;"{""coordinates"": [-3.3592527890674844, 47.747810352722844], ""type"": ""Point""}";47.747810352722844, -3.3592527890674844
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406624;56121_0020;Boulevard abbé Louis Le Cam;2267;3073;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223101.1884;7189576.7372;-3.365059755;47.729078623999996;Ville de Lorient;2021-07-02;"{""coordinates"": [-3.3650597554958503, 47.72907862404448], ""type"": ""Point""}";47.72907862404448, -3.3650597554958503
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210103;L'Orientis;BATIMENT0000000292406856;56121_0990;Cours Louis de Chazelles;1312;1370;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1223507.408;7192417.3469;-3.36278447299998;47.754843237;Ville de Lorient;2018-05-25;"{""coordinates"": [-3.3627844731435648, 47.75484323731356], ""type"": ""Point""}";47.75484323731356, -3.3627844731435648
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406618;56121_0020;Boulevard abbé Louis Le Cam;2268;3041;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223029.1914;7189645.0174;-3.36609140100001;47.729637282;Ville de Lorient;2021-06-30;"{""coordinates"": [-3.3660914007526186, 47.72963728231622], ""type"": ""Point""}";47.72963728231622, -3.3660914007526186
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290407029;56121_2180;Rue François Toullec;542;1173;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1222361.5864;7190203.3506;-3.3755761830000197;47.73414652900001;Ville de Lorient;2018-05-18;"{""coordinates"": [-3.3755761830470212, 47.73414652920332], ""type"": ""Point""}";47.73414652920332, -3.3755761830470212
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406618;56121_0020;Boulevard abbé Louis Le Cam;2268;3045;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223029.1914;7189645.0174;-3.36609140100001;47.729637282;Ville de Lorient;2021-06-30;"{""coordinates"": [-3.3660914007526186, 47.72963728231622], ""type"": ""Point""}";47.72963728231622, -3.3660914007526186
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290407029;56121_2180;Rue François Toullec;542;1177;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1222361.5864;7190203.3506;-3.3755761830000197;47.73414652900001;Ville de Lorient;2018-05-18;"{""coordinates"": [-3.3755761830470212, 47.73414652920332], ""type"": ""Point""}";47.73414652920332, -3.3755761830470212
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406618;56121_0020;Boulevard abbé Louis Le Cam;2268;3047;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223029.1914;7189645.0174;-3.36609140100001;47.729637282;Ville de Lorient;2021-06-30;"{""coordinates"": [-3.3660914007526186, 47.72963728231622], ""type"": ""Point""}";47.72963728231622, -3.3660914007526186
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210101;Arsenal Maritime;BATIMENT0000000290413524;56121_3000;Rue Jules Le Grand;478;1244;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2018;1223803.2921;7191396.2693;-3.35772947999999;47.74590953;Ville de Lorient;2018-05-22;"{""coordinates"": [-3.3577294797144623, 47.745909529769676], ""type"": ""Point""}";47.745909529769676, -3.3577294797144623
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406613;56121_0020;Boulevard abbé Louis Le Cam;2269;3021;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223015.4793;7189697.3429;-3.36633112300001;47.730096157000006;Ville de Lorient;2021-06-30;"{""coordinates"": [-3.3663311229169826, 47.730096157047065], ""type"": ""Point""}";47.730096157047065, -3.3663311229169826
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210903;Polygone;BATIMENT0000000290412083;56121_3890;Avenue de la Marne;454;1072;Stérilisation;Cheminée;Argenté;Oui;1;3.0;0.0;2018;1222967.4621;7191143.3147;-3.36855970200003;47.743022241;Ville de Lorient;2018-05-16;"{""coordinates"": [-3.3685597020074876, 47.74302224116133], ""type"": ""Point""}";47.74302224116133, -3.3685597020074876
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406613;56121_0020;Boulevard abbé Louis Le Cam;2269;3024;Stérilisation;Toit plat;Argenté;Oui;1;2.0;0.0;2021;1223015.4793;7189697.3429;-3.36633112300001;47.730096157000006;Ville de Lorient;2021-06-30;"{""coordinates"": [-3.3663311229169826, 47.730096157047065], ""type"": ""Point""}";47.730096157047065, -3.3663311229169826
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210301;Dupuy de Lome;BATIMENT0000000290409504;56121_3550;Boulevard Léon Blum;1290;1358;Stérilisation;Cheminée;Brun;Non;1;0.0;0.0;2018;1222231.5267;7191561.2728;-3.37880058500002;47.746222179;Ville de Lorient;2018-05-25;"{""coordinates"": [-3.3788005849553366, 47.74622217854236], ""type"": ""Point""}";47.74622217854236, -3.3788005849553366
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406613;56121_0020;Boulevard abbé Louis Le Cam;2269;3029;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223015.4793;7189697.3429;-3.36633112300001;47.730096157000006;Ville de Lorient;2021-06-30;"{""coordinates"": [-3.3663311229169826, 47.730096157047065], ""type"": ""Point""}";47.730096157047065, -3.3663311229169826
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210902;Merville;BATIMENT0000000290411318;56121_0400;Rue Bayard;436;1195;Stérilisation;Cheminée;Argenté;Oui;1;2.0;1.0;2018;1222775.8064;7191329.0337;-3.37131117899997;47.744544754;Ville de Lorient;2018-05-18;"{""coordinates"": [-3.371311179004945, 47.74454475435607], ""type"": ""Point""}";47.74454475435607, -3.371311179004945
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406613;56121_0020;Boulevard abbé Louis Le Cam;2269;3030;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223015.4793;7189697.3429;-3.36633112300001;47.730096157000006;Ville de Lorient;2021-06-30;"{""coordinates"": [-3.3663311229169826, 47.730096157047065], ""type"": ""Point""}";47.730096157047065, -3.3663311229169826
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210102;Aristide Briand;BATIMENT0000000290412766;56121_0320;Rue de l'Assemblée Nationale;281;1090;Stérilisation;Cheminée;Argenté;Oui;1;1.0;0.0;2018;1223466.4581;7191781.1476;-3.3626292960000197;47.749109953;Ville de Lorient;2018-05-17;"{""coordinates"": [-3.3626292964123743, 47.74910995282509], ""type"": ""Point""}";47.74910995282509, -3.3626292964123743
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406613;56121_0020;Boulevard abbé Louis Le Cam;2269;3031;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223015.4793;7189697.3429;-3.36633112300001;47.730096157000006;Ville de Lorient;2021-06-30;"{""coordinates"": [-3.3663311229169826, 47.730096157047065], ""type"": ""Point""}";47.730096157047065, -3.3663311229169826
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210102;Aristide Briand;BATIMENT0000000290412594;56121_2110;Rue des Fontaines;262;1083;Stérilisation;Cheminée;Argenté;Oui;1;3.0;0.0;2018;1223690.6776;7191635.261;-3.3594887950000003;47.747968426;Ville de Lorient;2018-05-17;"{""coordinates"": [-3.3594887951276835, 47.747968426020556], ""type"": ""Point""}";47.747968426020556, -3.3594887951276835
Ville de Lorient;21560121200016;56121;Lorient;2;Keroman - Merville - Nouvelle ville;561210901;Zone Portuaire;BATIMENT0000000290406613;56121_0020;Boulevard abbé Louis Le Cam;2269;3032;Stérilisation;Toit plat;Argenté;Oui;1;3.0;0.0;2021;1223015.4793;7189697.3429;-3.36633112300001;47.730096157000006;Ville de Lorient;2021-06-30;"{""coordinates"": [-3.3663311229169826, 47.730096157047065], ""type"": ""Point""}";47.730096157047065, -3.3663311229169826
Ville de Lorient;21560121200016;56121;Lorient;1;Centre-ville;561210101;Arsenal Maritime;BATIMENT0000000290417058;56121_4950;Rue comte de Rochambeau;406;1149;Stérilisation;Toit pentu;Argenté;Oui;1;3.0;0.0;2018;1223744.0249;7191969.486;-3.35914698900001;47.751003981;Ville de Lorient;2018-05-17;"{""coordinates"": [-3.3591469891713723, 47.7510039813521], ""type"": ""Point""}";47.7510039813521, -3.3591469891713723
